Submitted by CCM,VID,Vessel Name,Flag,Registration Number,WIN,Previous Names,Reg Port,Owner Name,Owner Address,Master Name,Master Nationality,Previous Flags,IRCS,Communication Details,Built in Country,Built in Year,Vessel Type,Crew,Fishing Methods,Length,Length Type,Length Units,Moulded Depth,Moulded Depth Units,Beam,Beam Units,Tonnage,Tonnage Type,Engine Power,Power Units,Freezer Types,Freezing Capacity,Freezing Capacity Units,Number of Freezers,FishHold Capacity,FishHold Cap Units,Auth Type,Auth Number,Auth Area,Auth Species,Auth Period From,Auth Period To,Purse seine vessel authorised to tranship at sea,IMO-LR,Authorisation to tranship on the high seas,Under Charter,Charterer Name,Chartering CCM,Address of Charter,Charter Start Date,Charter End Date
China,10031,HAI XING 715,China,(ZHE)CHUANDENG(JI)(2017)FT-200065,BZ7VG,NONE,Zhoushan,"ZHOUSHAN HAIXING OCEAN FISHERIES CO.,LTD",NO.88RENMIN MIDDLE ROAD(4TH)DINGHAI ZHOUSHAN ZHEJIANG CHINA,LV BO,China,NONE,BZ7VG,Inmarsat C: 441219738,China,2011,Longliner,17,Longlines (not specified),36.34,Registered,Meters,3.4,Meters,6.6,Meters,299,GT,698,KW,Blast,150,MT,2,200,CuM,longline, NO.GH-0098(2017)Guoyu(gong)  ,Pacific ocean,Albacore and tuna-like species,01-Apr-17,31-Mar-20,Not specified,8654170,YES,YES: CCM-Flagged,"Liancheng Overseas Fishery(FSM) Co., Ltd.",Federated States of Micronesia,"P.O. Box 1833, Kolonia, Pohnpei, FM 96941","Saturday, February 2, 2019","Tuesday, December 31, 2019"
China,10032,HAI XING 716,China,(ZHE)CHUANDENG(JI)(2017)FT-200067,BZ8VG,NONE,Zhoushan,"ZHOUSHAN HAIXING OCEAN FISHERIES CO.,LTD",NO.88 RENMIN MIDDLE ROAD(4TH)DINGHAI ZHOUSHAN ZHEJIANG CHINA,CHEN SHIBO,China,NONE,BZ8VG,Inmarsat C: 441219739,China,2011,Tuna longliner,17,Longlines (not specified),36.34,Registered,Meters,3.4,Meters,6.6,Meters,299,GT,698,KW,Blast,150,MT,2,200,CuM,Longline,NO.GH-0099(2017)Guoyu(gong),Pacific ocean,"Albacore,tuna-like species",01-Apr-17,31-Mar-20,Not specified,8654182,YES,YES: CCM-Flagged,"Liancheng Overseas Fishery(FSM) Co., Ltd.",Federated States of Micronesia,"P.O. Box 1833, Kolonia, Pohnpei, FM 96941","Saturday, February 2, 2019","Tuesday, December 31, 2019"
China,10033,HAI XING 717,China,(ZHE)CHUANDENG(JI)(2017)FT-200066,BZ9VG,NON,Zhoushan,"ZHOUSHAN HAIXING OCEAN FISHERIES CO.,LTD",NO.88 RENMIN MIDDLE ROAD(4TH)DINGHAI ZHOUSHAN ZHEJIANG CHINA,HU JIAN BO,China,Non,BZ9VG,Inmarsat C::441219740,China,2011,Tuna longliner,17,Longlines (not specified),36.34,Registered,Meters,3.4,Meters,6.6,Meters,299,GT,698,KW,Blast,150,MT,2,200,MT,Longline,NO.GH-0100(2017)Guoyu(gong),Pacific ocean,Albacore and tuna-like species,01-Apr-17,31-Mar-20,Not specified,8654194,YES,YES: CCM-Flagged,"Liancheng Overseas Fishery(FSM) Co., Ltd.",Federated States of Micronesia,"P.O. Box 1833, Kolonia, Pohnpei, FM 96941","Saturday, February 2, 2019","Tuesday, December 31, 2019"
China,10034,HAI XING 718,China,(ZHE)CHUANDENG(JI)(2017)FT-200068,BZ1VH,NON,Zhoushan,"ZHOUSHAN HAIXING OCEAN FISHERIES CO.,LTD",NO.88 RENMIN MIDDLE ROAD(4TH)DINGHAI ZHOUSHAN ZHEJIANG CHINA,ZHAO ZHAOJUN,China,Non,BZ1VH,Inmarsat C: 441219741,China,2011,Tuna longliner,18,Longlines (not specified),36.34,Registered,Meters,3.4,Meters,6.6,Meters,299,GT,698,KW,Blast,150,MT,2,200,CuM,Longline, NO.GH-0101(2017)Guoyu(gong),Pacific ocean,Albacore and tuna-like species,01-Apr-17,31-Mar-20,Not specified,8654209,YES,YES: CCM-Flagged,"Liancheng Overseas Fishery(FSM) Co., Ltd.",Federated States of Micronesia,"P.O. Box 1833, Kolonia, Pohnpei, FM 96941","Saturday, February 2, 2019","Tuesday, December 31, 2019"
China,10847,HAI XING 615,China,(ZHE)CHUANDENG(JI)(2018)FT-200049,BZ8VZ,NONE,Zhoushan,"ZHOUSHAN HAIXING OCEAN FISHERIES CO.,LTD ","NO.88RENMIN MIDDLE ROAD(4TH)DINGHAI ZHOUSHAN ZHEJIANG
",YU YUE JUN,China,NONE,BZ8VZ,"Inmarsat C: 441202637

",China,2013,Longliner,18,Longlines (not specified),41,Registered,Meters,3.8,Meters,7.6,Meters,461,GT,810,KW,Blast,230,MT,3,400,CuM,Longliner ,No.GH-0054(2019)Guoyu(gong) ,Pacific  ocean,"South Albacore, By catch: tuna and other tuna-like species",01-Apr-19,31-Mar-99,Not specified,9727780,YES,NO,,,,,
China,10848,HAI XING 616,China,(ZHE)CHUANDENG(JI)(2018)FT-200051,BZ9VZ,NONE,Zhoushan,"ZHOUSHAN HAIXING OCEAN FISHERIES CO.,LTD ","NO.88RENMIN MIDDLE ROAD(4TH)DINGHAI ZHOUSHAN ZHEJIANG
",JIN MANKUAN,China,NONE,BZ9VZ,Inmarsat C:441202685,China,2013,Longliner,19,Longlines (not specified),41,Registered,Meters,3.8,Meters,7.6,Meters,461,GT,810,KW,Blast,230,MT,3,400,CuM,Longliner ,No.GH-0055(2019)Guoyu(gong) ,Pacific  ocean ,"South Albacore, By catch: tuna and other tuna-like species",01-Apr-19,31-Mar-99,Not specified,9727792,YES,YES: CCM-Flagged,Kiritimati Island Fish Ltd.,Kiribati,"London, Xmas, Kiribati","Monday, April 1, 2019","Tuesday, December 31, 2019"
China,10700,HAI XING 815,China,(ZHE)CHUANDENG(JI)(2018)FT-200050,BZU6B,NONE,Zhoushan,"ZHOUSHAN HAIXING OCEAN FISHERIES CO.,LTD ","NO.88RENMIN MIDDLE ROAD(4TH)DINGHAI ZHOUSHAN ZHEJIANG
",CHEN PENG HONG,China,NONE,BZU6B,CLS 516083,China,2013,Longliner,21,Longlines (not specified),40.15,Registered,Meters,3.7,Meters,7.3,Meters,428,GT,698,KW,Blast,200,MT,3,300,CuM,Longliner ,No.GH-0056(2019)Guoyu(gong) ,Pacific  ocean ,"South Albacore, By catch: tuna and other tuna-like species",01-Apr-19,31-Mar-99,Not specified,9702912,YES,NO,,,,,
China,10702,HAI XING 817,China,(ZHE)CHUANDENG(JI)(2018)FT-200052,BZU8B,NONE,Zhoushan,"ZHOUSHAN HAIXING OCEAN FISHERIES CO.,LTD ","NO.88RENMIN MIDDLE ROAD(4TH)DINGHAI ZHOUSHAN ZHEJIANG
",WANG FEI LUN,China,NONE,BZU8B," CLS ThoriumTST: 515969
",China,2013,Longliner,18,Longlines (not specified),40.15,Registered,Meters,3.7,Meters,7.3,Meters,428,GT,698,KW,Blast,200,MT,3,300,CuM,Longliner ,No.GH-0057(2019)Guoyu(gong) ,Pacific  ocean,"South Albacore, By catch: tuna and other tuna-like species",01-Apr-19,31-Mar-99,Not specified,9702936,YES,YES: CCM-Flagged,Kiribati Fish Limited,Kiribati,"Betio,Tarawa,KI","Tuesday, August 2, 2016","Saturday, December 31, 2016"
China,11546,TAIPINGYANG01,China,(ZHE)CHUANGDENG(JI)(2017)FT-100006,BZW9M,NONE,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD","ROOM201 NO1 SHANG HUI ROAD,GANLAN TOWN.DING HAI DISTRICT,ZHOUSHAN",WANG BO,China,NONE,BZW9M,IMN: 441203187,China,2017,Longliner,10,Longlines (not specified),21.08,Registered,Meters,2,Meters,5.8,Meters,107,GT,379,KW,RSW,11.67,KW,3,74,CuM,Longline,No.GH-0664(2017)Guoyu(gong),WCPO,Tuna,02-May-17,31-Mar-20,Not specified,9829966,YES,YES: CCM-Flagged,Kiribati Fish Limited,Kiribati,"Betio,Tarawa,Kiribati","Tuesday, January 1, 2019","Tuesday, December 31, 2019"
China,11547,TAIPINGYANG02,China,(ZHE)CHUANGDENG(JI)(2017)FT-100007,BZW1N,NONE,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD","ROOM201 NO1 SHANG HUI ROAD,GANLAN TOWN.DING HAI DISTRICT,ZHOUSHAN",SONG DEQING,China,NONE,BZW1N,10,China,2017,Longliner,,Longlines (not specified),21.08,Registered,Meters,2,Meters,5.8,Meters,107,GT,379,KW,RSW,11.67,KW,3,74,CuM,Longline,No.GH-0665(2017)Guoyu(gong),WCPO,Tuna,02-May-17,31-May-20,Not specified,9829978,YES,YES: CCM-Flagged,Kiribati Fish Limited,Kiribati,"Betio, Tarawa, Kiribati","Tuesday, January 1, 2019","Tuesday, December 31, 2019"
China,11681,TAIPINGYANG03,China,(ZHE)CHUANGDENG(JI)(2018)FT-100022,BZUO8,NONE,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD","ROOM201 NO1 SHANG HUI ROAD,GANLAN TOWN.DING HAI DISTRICT,ZHOUSHAN",ZHOU ZENGPING,China,NONE,BZUO8,S/N:17148041,China,2018,Longliner,10,Longlines (not specified),21.08,Overall,Meters,2,Meters,5.8,Meters,107,GT,379,KW,RSW,11.67,KW,3,30,MT,Longliner,No.GH-0382(2018)Guoyu(gong),Kiribati area,Tuna,03-May-18,31-Mar-21,Not specified,9857755,NO,YES: CCM-Flagged,Kiribati Fish Limited,Kiribati,"Betio,Tarawa,Kiribati","Tuesday, January 1, 2019","Tuesday, December 31, 2019"
China,11682,TAIPINGYANG05,China,(ZHE)CHUANGDENG(JI)(2018)FT-100023,BZUO9,NONE,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD","ROOM201 NO1 SHANG HUI ROAD,GANLAN TOWN.DING HAI DISTRICT,ZHOUSHAN",TONG JIANJUN,China,NONE,BZUO9,S/N:17148040,China,2018,Longliner,10,Longlines (not specified),21.08,Overall,Meters,2,Meters,5.8,Meters,107,GT,379,KW,RSW,11.67,KW,3,30,MT,Longline,No.GH-0383(2018)Guoyu(gong),Kiribati area,Tuna,03-May-18,31-Mar-21,Not specified,9857767,NO,YES: CCM-Flagged,Kiribati Fish Limited,Kiribati,"Betio,Tarawa,Kiribati","Tuesday, January 1, 2019","Tuesday, December 31, 2019"
China,11740,TAIPINGYANG06,China,(ZHE)CHUANGDENG(JI)(2018)FT-100024,BZUX,NONE,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD","ROOM201 NO1 SHANG HUI ROAD,GANLAN TOWN.DING HAI DISTRICT,ZHOUSHAN",QIU MIN,China,NONE,BZUX,Inmarset C: 441203791,China,2018,Longliner,10,Longlines (not specified),21.08,Overall,Meters,2,Meters,5.8,Meters,107,GT,379,KW,RSW,11.67,KW,2,30,MT,Longliner,No.GH-0525(2018)Guoyu(gong),Kiribati area,Tuna,30-Oct-18,31-Mar-21,Not specified,9870903,YES,YES: CCM-Flagged,Kiribati Fish Limited,Kiribati,"Betio,Tarawa,Kiribati","Tuesday, January 1, 2019","Tuesday, December 31, 2019"
China,11741,TAIPINGYANG07,China,(ZHE)CHUANGDENG(JI)(2018)FT-100025,BZUX2,NONE,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD","ROOM201 NO1 SHANG HUI ROAD,GANLAN TOWN.DING HAI DISTRICT,ZHOUSHAN",ZHONG PENGGUO,China,NONE,BZUX2,Inmarset C: 441203792,China,2018,Longliner,10,Longlines (not specified),21.08,Overall,Meters,2,Meters,5.8,Meters,107,GT,379,KW,RSW,11.67,KW,3,30,MT,Longline,No.GH-0526(2018)Guoyu(gong),WCPO,Tuna,30-Oct-18,31-Mar-21,Not specified,9870915,YES,YES: CCM-Flagged,Kiribati Fish Limited,Kiribati,"Betio,Tarawa,Kiribati","Tuesday, January 1, 2019","Tuesday, December 31, 2019"
China,10292,XIN SHI JI 201,China,(ZHE)CHUAN DENG (JI)(2015) FT-200087,BZ1VS,N.A.,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD",PUTUO ZHOUSHAN,CHEN GUOHAI,China,n.a.,BZ1VS,Thorium TST-100+FFA:519589,China,2012,Longliner,20,,40.13,Registered,Meters,3.8,Meters,7,Meters,396,GT,950,HP,Other,88.02,Cum,3,318,CuM,Longline, NO.GH-0102(2017)GUOYUï¼ˆgongï¼‰,HIGHSEAS OF PACIFIC OCEAN,South albacore;By-Catch:other tuna and tuna-like species,01-Apr-17,31-Mar-20,Not specified,9663570,YES,NO,,,,,
China,10293,XIN SHI JI 202,China,(ZHE)CHUAN DENG (JI)(2015) FT-200088,BZ2VS,N.A.,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD",PUTUO ZHOUSHAN,CHEN ER,China,N.A.,BZ2VS,Thorium TST-100+FFA:519572,China,2012,Longliner,20,,40.13,Registered,Meters,3.8,Meters,7,Meters,396,GT,950,HP,Other,88.02,Cum,3,318,CuM,Longline, NO.GH-0103(2017)GUOYUï¼ˆgongï¼‰,HIGHSEAS OF PACIFIC OCEAN,"South Albacore, By-Catch tuna and other tuna-like species",01-Apr-17,31-Mar-20,Not specified,9663582,YES,NO,,,,,
China,10294,XIN SHI JI 203,China,(ZHE)CHUAN DENG (JI)(2015) FT-200089,BZ3VS,N.A.,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD",PUTUO ZHOUSHAN,JIANG JIANBO,China,n.a.,BZ3VS,CLS Thorium TST-100+FFA:519581,China,2012,Longliner,20,,40.13,Registered,Meters,3.8,Meters,7,Meters,396,GT,950,HP,Other,88.02,Cum,3,318,CuM,Longline, NO.GH-0104(2017)GUOYUï¼ˆgongï¼‰,HIGHSEAS OF PACIFIC OCEAN,South albacore;By-Catch:other tuna and tuna-like species,01-Apr-17,31-Mar-20,Not specified,9663594,YES,NO,,,,,
China,10295,XIN SHI JI 205,China,(ZHE)CHUAN DENG (JI)(2015) FT-200090,BZ4VS,N.A.,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD",PUTUO ZHOUSHAN,CHEN FEIMING,China,n.a.,BZ4VS,CLS Thorium TST-100+FFA:519566,China,2012,Longliner,20,,40.13,Registered,Meters,3.8,Meters,7,Meters,396,GT,950,HP,Other,88.02,Cum,3,318,CuM,Longline, NO.GH-0105(2017)GUOYUï¼ˆgongï¼‰,HIGHSEAS OF PACIFIC OCEAN,South albacore;By-Catch:other tuna and tuna-like species,01-Apr-17,31-Mar-20,Not specified,9663609,YES,NO,,,,,
China,10296,XIN SHI JI 206,China,(ZHE)CHUAN DENG (JI)(2015) FT-200091,BZ5VS,N.A.,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD",PUTUO ZHOUSHAN,WANG KEBING,China,n.a.,BZ5VS,CLS Thorium TST-100+FFA:519587,China,2012,Longliner,20,,40.13,Registered,Meters,3.8,Meters,7,Meters,396,GT,950,HP,Other,Other,88.02,3,318,CuM,Longline,NO.GH-0106(2017)GUOYUï¼ˆgongï¼‰,HIGHSEAS OF PACIFIC OCEAN,South albacore;By-Catch:other tuna and tuna-like species,01-Apr-17,31-Mar-20,Not specified,9663611,YES,NO,,,,,
China,11111,XIN SHI JI 207,China,(ZHE)CHUANDENG(JI)(2018)FT-200083,BZV7M,NONE,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD","ROOM201, NO.1 SHANGHUI ROAD,GANLAN TOWN,DINGHAI DISTRICT  ,ZHOUSHAN",WANG HAI JUN,China,NONE,BZV7M,"Inmarsat C: 441221082
",China,2014,Longliner,20,,41,Registered,Meters,3.8,Meters,7.6,Meters,461,GT,735,KW,OTHER,88.02,CuM,3,318,CuM,Longliner,No.GH-0153(2018)Guoyuï¼ˆgongï¼‰,PACIFIC OCEAN,South albacore;By-Catch:other tuna and tuna-like species,01-Apr-18,31-Mar-21,Not specified,9775866,YES,YES: CCM-Flagged,Kiritimati Island Fish Ltd.,Kiribati,"London, Xmas, Kiribati","Monday, April 1, 2019","Tuesday, December 31, 2019"
China,11112,XIN SHI JI 208,China,(ZHE)CHUANDENG(JI)(2018)FT-200084,BZV8M,NONE,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD","ROOM201, NO.1 SHANGHUI ROAD,GANLAN TOWN,DINGHAI DISTRICT  ,ZHOUSHAN",WANG HONG WEI,China,NONE,BZV8M,"Inmarsat C: 441221083
",China,2014,Longliner,20,,41,Registered,Meters,3.8,Meters,7.6,Meters,461,GT,735,KW,OTHER,88.02,CuM,3,318,CuM,Longliner,No.GH-0154(2018)Guoyuï¼ˆgongï¼‰,PACIFIC OCEAN,South albacore;By-Catch:other tuna and tuna-like species,01-Apr-18,31-Mar-21,Not specified,9775878,YES,YES: CCM-Flagged,Kiritimati Island Fish Ltd.,Kiribati,"London, Xmas, Kiribati","Monday, April 1, 2019","Tuesday, December 31, 2019"
China,11113,XIN SHI JI 209,China,(ZHE)CHUANDENG(JI)(2018)FT-200085,BZV9M,NONE,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD","
ROOM201, NO.1 SHANGHUI ROAD,GANLAN TOWN,DINGHAI DISTRICT  ,ZHOUSHAN",CHEN XIAODA,China,NONE,BZV9M,"Inmarsat C: 441221084
",China,2014,Longliner,20,,41,Registered,Meters,3.8,Meters,7.6,Meters,461,GT,735,KW,OTHER,88.02,CuM,3,318,CuM,Longliner,No.GH-0155(2018)Guoyuï¼ˆgongï¼‰,PACIFIC OCEAN,South Albacore;By-Catch:other tuna and tuna-like species,01-Apr-18,31-Mar-21,Not specified,9775880,YES,YES: CCM-Flagged,Kiritimati Island Fish Ltd,Kiribati,"London, Xmas, Kiribati","Monday, April 1, 2019","Tuesday, December 31, 2019"
China,11114,XIN SHI JI 210,China,(ZHE)CHUANDENG(JI)(2018)FT-200086,BZV1N,NONE,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD","
ROOM201, NO.1 SHANGHUI ROAD,GANLAN TOWN,DINGHAI DISTRICT  ,ZHOUSHAN",ZHU SONG DING,China,NONE,BZV1N,"Inmarsat C: 441221085
",China,2014,Longliner,20,,41,Registered,Meters,3.8,Meters,7.6,Meters,461,GT,735,KW,OTHER,88.02,CuM,3,318,CuM,Longliner,No.GH-0156(2018)Guoyuï¼ˆgongï¼‰,PACIFIC OCEAN,South albacore;By-Catch:other tuna and tuna-like species,01-Apr-18,31-Mar-21,Not specified,9775892,YES,YES: CCM-Flagged,Kiritimati Island Fish Ltd,Kiribati,"London, Xmas, Kiribati","Monday, April 1, 2019","Tuesday, December 31, 2019"
China,10886,XIN SHI JI 215,China,(ZHE)CHUANDENG(JI)(2015)FT-200129,BZ2VY,NA,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD","1301 Fortune&Commercial Building,185 CaiShi Road,ShenJiaMen,ZhouShan",ZHUANG SHIXIAN ,China,NA,BZ2VY,"GWD113009102315
",China,2013,Longliner,20,,41,Registered,Meters,3.8,Meters,7.6,Meters,462,GT,735,KW,Other,88.02,Cum,3,318,CuM,Longline,No.GH-0157(2018)Guoyu(gong),PACIFIC OCEAN ,"ALBACORE, OTHER TUNA AND TUNA-LIKE SPECIES",01-Apr-18,31-Mar-21,Not specified,9727481,YES,YES: CCM-Flagged,Kiritimati Island Fish Ltd.,Kiribati,"London, Xams, Kiribati","Monday, April 1, 2019","Tuesday, December 31, 2019"
China,10984,XIN SHI JI 216,China,(ZHE)CHUANDENG(JI)(2015)FT-200130,BZ3VY,NA,Zhoushan,"ZHOUSHAN PACIFIC TUNA PELAGIC FISHERY CO.,LTD","1301 Fortune&Commercial Building,185 CaiShi Road,ShenJiaMen,ZhouShan",YU GUOJUN,China,NA,BZ3VY,CLS Thorium TST-100+FFA:517315,China,2013,Longliner,20,,41,Registered,Meters,3.8,Meters,7.6,Meters,462,GT,735,KW,Other,88.02,Cum,3,318,CuM,Longline,No.GH-1058(2018)Guoyu(gong),PACIFIC OCEAN,"ALBACORE, OTHER TUNA AND TUNA-LIKE SPECIES",01-Apr-18,31-Mar-21,Not specified,8672237,YES,NO,,,,,
China,10696,HONG YANG 11,China,ï¼ˆZHEï¼‰CHUANDENGï¼ˆJIï¼‰ï¼ˆ2018ï¼‰FT-200092,BZU4B,NONE,Zhoushan,"ZHOUSHAN YINGHAI OCEAN FISHERIES Co.,LTD ","NO,1-1602, Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Zhao Guoliang,China,NONE,BZU4B,"FARIA Watchdog:   GWD113007102315 
",China,2013,Longliner,20,Longlines (not specified),41,Registered,Meters,3.8,Meters,7.6,Meters,460,GT,735,KW,Blast,126.5,cubic meters,3,323,CuM,Longliner ,No.GH-0014(2019)Guoyu(gong), Pacific Ocean  ,Tuna  and other tuna-like  species ,01-Apr-19,31-Mar-99,Not specified,8672251,YES,NO,,,,,
China,10799,HONG YANG 8,China,ï¼ˆZHEï¼‰CHUANDENGï¼ˆJIï¼‰ï¼ˆ2018ï¼‰FT-200117,BZU5C,NONE,Zhoushan,"ZHOUSHAN YINGHAI OCEAN FISHERIES Co.,LTD ","NO,1-1602, Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province
",Xu Xiaoning,China,NONE,BZU5C,CLS Triton 516658,China,2013,Longliner,20,Longlines (not specified),44.19,Registered,Meters,3.9,Meters,7.5,Meters,473,GT,928,KW,Blast,60,cubic meters,5,434,CuM,Longliner ,No.GH-0015(2019)Guoyu(gong), Pacific Ocean  ,Tuna  and other tuna-like  species ,01-Apr-19,31-Mar-99,Not specified,8670540,YES,YES: CCM-Flagged,"Liancheng Overseas Fishery (FSM Co.,Ltd)",Federated States of Micronesia,"P.O.Box 1833, Kolonia Pohnpei, FM 96941","Saturday, February 2, 2019","Tuesday, December 31, 2019"
